sqft,homeType,beds,parkingSpots,lotSize,baths,listPrice,heating_system,cooling_system,view_type,architecture_style,yearBuilt,has_pool,city,address,tax
,Condo/Coop,3,1.0,,2,475000,Forced Air (Natural Gas),Central A/C,,Other,,,Chicago,1516 North Mohawk Street #3R,8925.21
1050.0,Condo/Coop,2,1.0,,2,239000,Forced Air (Electric),Window Unit(s) A/C,,Other,1980.0,,Chicago,711 West Gordon Terrace #515,4067.0
1850.0,Condo/Coop,3,1.0,,2,685000,Forced Air (Natural Gas),Central A/C,,Other,2002.0,,Chicago,2154 West Roscoe Street #2,11751.1
,Condo/Coop,1,1.0,,2,340000,,Central A/C,,Loft,2010.0,,Chicago,565 West Quincy Street #607,7359.0
875.0,Condo/Coop,2,1.0,,1,189990,Forced Air (Natural Gas),Central A/C,,Other,,,Chicago,5232 North Campbell Avenue #GA,3516.0
1200.0,Single Family Residential,3,,2448.0,2,161000,Forced Air (Natural Gas),,,Other,1920.0,,Chicago,4950 West Kinzie Street,1200.0
1300.0,Condo/Coop,3,1.0,,2,155000,,Central A/C,,Other,1970.0,,Chicago,5201 South Cornell Avenue #3C,1747.51
,Condo/Coop,2,1.0,,2,369000,Hot Water,Window Unit(s) A/C,,Other,1906.0,,Chicago,3808 North Pine Grove Avenue #1S,4989.39
,Condo/Coop,1,,,1,250000,,Central A/C,,Loft,1998.0,,Chicago,226 N Clinton St #523,4459.0
,Condo/Coop,1,,,1,200000,Forced Air (Natural Gas),Central A/C,,Other,1974.0,,Chicago,1540 North LA SALLE Drive #1203,3197.31
1300.0,Single Family Residential,4,2.0,4373.0,4,225000,,None,,Other,,,Chicago,7715 South Oglesby Avenue,2293.34
,Condo/Coop,1,1.0,19737.0,1,215000,,Central A/C,,High Rise,1892.0,,Chicago,1503 South State Street #709,3038.76
,Condo/Coop,1,1.0,,1,285000,,Central A/C,,Loft,2004.0,,Chicago,824 West Superior Street #603,4325.93
,Single Family Residential,4,2.0,3123.0,4,699000,Forced Air (Natural Gas),Central A/C,,Other,,,Chicago,4316 West Henderson Street,5224.14
1250.0,Single Family Residential,3,3.0,3746.0,1,64500,,None,,Bungalow,1925.0,,Chicago,8107 South Manistee Avenue,2078.44
840.0,Single Family Residential,3,,7362.0,1,78000,,None,,Other,1902.0,,Chicago,5142 West Fulton Street,1664.49
1080.0,Condo/Coop,1,1.0,,2,300000,Fireplace (Natural Gas),Central A/C,,Loft,1911.0,,Chicago,1601 South Indiana Avenue #302,5603.88
1040.0,Condo/Coop,1,1.0,,2,400000,Forced Air,Central A/C,,Other,2003.0,,Chicago,737 West WASHINGTON Boulevard #706,6536.0
,Single Family Residential,4,2.0,1207.0,3,709900,Forced Air (Natural Gas),Central A/C,,Other,2021.0,,Chicago,3645 South Calumet Avenue,
2400.0,Condo/Coop,3,1.0,6100.0,2,430000,Forced Air (Natural Gas),Central A/C,,Other,,,Chicago,923 West Irving Park Road #1E,6205.0
,Condo/Coop,3,1.0,,2,410000,Other,Central A/C,,High Rise,,,Chicago,222 East PEARSON Street #401,7686.28
2400.0,Condo/Coop,4,2.0,,4,549995,Forced Air,Central A/C,,Other,1968.0,,Chicago,40 East Cedar Street #8CD,9986.93
,Condo/Coop,2,,,2,259000,Forced Air (Natural Gas),Central A/C,,Other,1903.0,,Chicago,2908 North Halsted Street #G,3592.75
1300.0,Condo/Coop,2,1.0,,2,349900,Forced Air (Natural Gas),Central A/C,,Other,1894.0,,Chicago,1521 North FAIRFIELD Avenue #3,6007.4
1300.0,Condo/Coop,2,2.0,,2,343000,Forced Air (Natural Gas),Central A/C,,Other,2004.0,,Chicago,1225 West Morse Avenue #301,5610.89
1413.0,Condo/Coop,2,1.0,,2,389900,Forced Air (Natural Gas),Central A/C,,Other,2003.0,,Chicago,2158 West GRAND Avenue #307,5714.91
850.0,Condo/Coop,1,1.0,,1,168500,Hot Water,Central A/C,,Other,1966.0,,Chicago,5701 North Sheridan Road #8Q,2983.0
1426.0,Single Family Residential,3,,4138.0,2,195000,,None,,Other,1900.0,,Chicago,7810 South Yates Boulevard,1524.7
1000.0,Condo/Coop,2,,,1,282500,Baseboard,Window Unit(s) A/C,,Other,,,Chicago,802 West GEORGE Street #3,4363.0
,Condo/Coop,1,1.0,9600.0,1,230000,Forced Air (Natural Gas),Central A/C,,Other,,,Chicago,2153 West McLean Avenue #3,4048.25
,Condo/Coop,1,1.0,,1,275000,Forced Air (Natural Gas),Central A/C,,Other,,,Chicago,2072 North Leavitt Street #2,4135.38
,Condo/Coop,1,,6930.0,1,244999,,Central A/C,,Loft,1908.0,,Chicago,900 South Wabash Avenue #505,3386.3
2272.0,Single Family Residential,3,1.0,3123.0,2,340000,Baseboard (Natural Gas),Central A/C,,Ranch,1977.0,,Chicago,5616 West Leland Avenue,4258.63
1518.0,Single Family Residential,4,2.0,,3,250000,Forced Air,Central A/C,,Bungalow,1932.0,,Chicago,8356 South Green Street,
1400.0,Condo/Coop,3,1.0,,2,414900,,Central A/C,,Other,,,Chicago,2437 North Albany Avenue #2,6431.82
1000.0,Single Family Residential,3,2.0,4400.0,2,129900,,Central A/C,,Other,1968.0,,Chicago,11716 South Racine Avenue,
3622.0,Condo/Coop,3,2.0,125453.0,4,4900000,Forced Air,Central A/C,,Other,2019.0,,Chicago,451 East Grand Avenue #5106,
,Condo/Coop,2,2.0,,1,95000,,Window Unit(s) A/C,,Other,1967.0,,Chicago,8030 South PULASKI Road #103,502.41
,Single Family Residential,1,1.0,,1,209000,Fireplace (Natural Gas),Central A/C,,Other,,,Chicago,3134 North Clifton Avenue #G,2870.79
3125.0,Single Family Residential,4,2.0,3136.0,3,195000,Forced Air (Natural Gas),None,,Other,1905.0,,Chicago,5642 South Hermitage Avenue,1001.33
1231.0,Other,2,1.0,15868.0,2,369900,,Central A/C,,Other,1999.0,,Chicago,333 W Hubbard Street #5E,3944.0
843.0,Condo/Coop,2,1.0,,1,84900,Baseboard (Natural Gas),Window Unit(s) A/C,,Other,,,Chicago,2334 West 111th Street #2,448.81
960.0,Condo/Coop,1,1.0,,1,166000,Forced Air (Electric),Central A/C,,Other,1910.0,,Chicago,740 South Federal Street #204,3694.35
500.0,Condo/Coop,0,1.0,,1,158000,Forced Air (Natural Gas),Central A/C,,High Rise,1968.0,,Chicago,1 East SCOTT Street #2011,3199.51
576.0,Condo/Coop,0,1.0,,1,210000,,Central A/C,,High Rise,1985.0,True,Chicago,1122 North Clark Street #3207,3492.68
850.0,Condo/Coop,1,1.0,,1,224900,,Central A/C,,Other,1955.0,,Chicago,3430 North Lake Shore Drive #16K,2693.78
792.0,Condo/Coop,1,1.0,,1,197500,Forced Air,Central A/C,,High Rise,1971.0,,Chicago,655 West Irving Park Road #3508,2967.82
,Condo/Coop,2,1.0,,1,199900,Forced Air (Natural Gas),Central A/C,,Other,1986.0,,Chicago,5989 North Northwest Highway #301,1325.91
850.0,Condo/Coop,1,,,1,150000,Baseboard,Window Unit(s) A/C,,Other,1960.0,,Chicago,5425 North PAULINA Street #1N,2252.43
1134.0,Single Family Residential,3,2.0,3180.0,2,339000,,Central A/C,,Other,1978.0,,Chicago,4933 North Keeler Avenue,6754.07
1247.0,Single Family Residential,3,3.0,4251.0,2,383500,Baseboard,Window Unit(s) A/C,,English,,,Chicago,3338 North RUTHERFORD Avenue,5167.4
1400.0,Condo/Coop,3,1.0,,2,424500,Forced Air (Natural Gas),Central A/C,,Other,1920.0,,Chicago,2116 North Spaulding Avenue #2116-3,6485.58
,Condo/Coop,2,1.0,,2,275000,Forced Air (Natural Gas),Central A/C,,Other,1925.0,,Chicago,4644 North Paulina Street #GS,3895.0
930.0,Condo/Coop,1,1.0,,2,342900,Hot Water,Central A/C,,Loft,2005.0,,Chicago,210 South DESPLAINES Street #304,5820.05
700.0,Condo/Coop,1,,,1,165000,Hot Water (Natural Gas),Window Unit(s) A/C,,Other,1917.0,,Chicago,4318 North Clarendon Avenue #1820,2308.63
762.0,Condo/Coop,1,1.0,,1,129900,,Central A/C,,Other,1973.0,True,Chicago,655 West Irving Park Road #315,2283.97
660.0,Condo/Coop,0,,,1,142500,,Central A/C,,Other,1910.0,,Chicago,780 South Federal Street #1202,2755.93
800.0,Condo/Coop,1,1.0,,1,195000,,Window Unit(s) A/C,,Other,1985.0,,Chicago,801 South Plymouth Court #804,3007.72
800.0,Condo/Coop,1,1.0,,1,199999,Forced Air (Natural Gas),Central A/C,,Other,1905.0,,Chicago,1110 West LELAND Avenue #3A,2127.64
750.0,Condo/Coop,1,1.0,,1,135000,Forced Air (Natural Gas),Central A/C,,High Rise,1966.0,,Chicago,720 West Gordon Terrace #12F,2552.81
2400.0,Condo/Coop,4,2.0,,4,549995,Forced Air,Central A/C,,Other,1968.0,,Chicago,40 East Cedar Street #8CD,9986.93
1193.0,Condo/Coop,2,1.0,,2,320000,Forced Air,Central A/C,,Other,1923.0,,Chicago,1645 West Ogden Avenue #306,5014.81
1400.0,Condo/Coop,3,1.0,,2,375000,Forced Air (Natural Gas),Central A/C,,Other,2003.0,,Chicago,4906 North Winthrop Avenue #2S,5929.91
1300.0,Condo/Coop,3,1.0,,2,239900,Forced Air (Natural Gas),None,,Other,2005.0,,Chicago,6318 South Drexel Avenue #3,3182.63
1850.0,Condo/Coop,3,1.0,,2,375000,Fireplace (Natural Gas),Central A/C,,Other,2006.0,,Chicago,4449 South Lake Park Avenue #3S,4856.21
800.0,Condo/Coop,1,,,1,169000,,Window Unit(s) A/C,,High Rise,1982.0,,Chicago,5320 North Sheridan Road #704,1552.97
700.0,Condo/Coop,1,1.0,,1,114900,,Window Unit(s) A/C,,High Rise,1947.0,,Chicago,4970 North Marine Drive #521,714.7
700.0,Condo/Coop,1,1.0,,1,129900,Zoned,Central A/C,,High Rise,1973.0,,Chicago,5415 North SHERIDAN Road #1409,2236.0
900.0,Condo/Coop,1,1.0,,1,115000,Baseboard,Window Unit(s) A/C,,High Rise,,,Chicago,3001 South Michigan Avenue #1704,1228.76
750.0,Condo/Coop,1,,,1,175000,Forced Air (Natural Gas),Central A/C,,Other,1930.0,,Chicago,2542 North Kedzie Avenue #G9,3836.0
750.0,Condo/Coop,1,,,1,265000,Hot Water (Natural Gas),Window Unit(s) A/C,,Other,1928.0,,Chicago,2652 West Altgeld Street #3,3179.59
700.0,Condo/Coop,1,1.0,,1,129900,Baseboard,Window Unit(s) A/C,,Other,1947.0,,Chicago,4960 North Marine Drive #815,1291.28
850.0,Condo/Coop,1,,,1,179900,Radiator,Central A/C,,High Rise,1963.0,,Chicago,5701 North Sheridan Road #24E,1888.14
680.0,Condo/Coop,1,1.0,,1,179999,Forced Air (Natural Gas),Central A/C,,Other,1974.0,,Chicago,5415 North SHERIDAN Road #3809,1686.19
750.0,Condo/Coop,1,1.0,,1,138000,Radiant,Window Unit(s) A/C,,High Rise,1970.0,,Chicago,2605 South Indiana Avenue #2308,817.64
700.0,Condo/Coop,1,1.0,,1,154900,Zoned,Central A/C,,Other,1973.0,,Chicago,5415 North Sheridan Road #4715,2086.77
800.0,Condo/Coop,1,1.0,,1,165000,,Central A/C,,Other,1982.0,,Chicago,5320 North Sheridan Road #1304,3479.04
1200.0,Condo/Coop,3,1.0,,2,279000,Forced Air,Central A/C,,Other,2003.0,,Chicago,2738 South Wentworth Avenue #2E,4581.78
1348.0,Single Family Residential,2,2.0,3751.0,2,280000,,Central A/C,,Bungalow,1930.0,,Chicago,1720 East 85th Street,1182.72
,Condo/Coop,1,,,1,179000,Forced Air (Natural Gas),Central A/C,,Other,1923.0,,Chicago,5827 North Paulina Street #1W,3098.0
,Condo/Coop,1,1.0,,1,239900,Forced Air (Natural Gas),Central A/C,,High Rise,2005.0,,Chicago,630 North Franklin Street #913,3826.36
900.0,Condo/Coop,2,1.0,,1,169000,,Central A/C,,Other,1973.0,,Chicago,6058 North Melvina Avenue #2,1277.0
975.0,Condo/Coop,2,,,1,167500,Hot Water (Natural Gas),Window Unit(s) A/C,,Other,1927.0,,Chicago,4124 North Kedvale Avenue #101,1853.1
950.0,Condo/Coop,2,1.0,,1,139900,Baseboard,Window Unit(s) A/C,,Other,1959.0,,Chicago,6161 North HOYNE Avenue #501,703.74
900.0,Condo/Coop,2,1.0,,2,136900,Radiator,Window Unit(s) A/C,,Other,1967.0,,Chicago,2208 West 111th Street #2A,330.32
1600.0,Condo/Coop,3,1.0,,2,464900,Forced Air (Natural Gas),Central A/C,,Other,2008.0,,Chicago,4743 North CLARK Street #2S,8001.67
1550.0,Condo/Coop,3,2.0,,2,707000,Forced Air,Central A/C,,High Rise,1974.0,,Chicago,200 East Delaware Place #3F,9593.77
,Single Family Residential,3,2.0,3703.0,3,475000,,Central A/C,,Other,1930.0,,Chicago,4819 North Meade Avenue,5326.79
1400.0,Condo/Coop,2,,10600.0,2,157000,Hot Water,None,,Other,1920.0,,Chicago,5000 South Cornell Avenue #15D,1401.56
980.0,Condo/Coop,2,1.0,,2,299900,Forced Air (Natural Gas),Central A/C,,Loft,1920.0,,Chicago,1111 West 15TH Street #225,5026.45
960.0,Condo/Coop,2,,,2,367500,Forced Air (Natural Gas),Central A/C,,Other,,,Chicago,815 West Newport Avenue #3R,5705.47
4540.0,Condo/Coop,3,1.0,27161.0,4,2950000,Fireplace (Natural Gas),Zoned A/C,,High Rise,1927.0,,Chicago,1500 North Lake Shore Drive #3A,55911.84
750.0,Condo/Coop,1,4.0,5850.0,1,199900,Fireplace (Natural Gas),Central A/C,,Other,1920.0,,Chicago,1650 West EDGEWATER Avenue #3,2987.92
1000.0,Condo/Coop,1,,,1,280000,,Central A/C,,High Rise,1981.0,,Chicago,110 East Delaware Place #1203,4288.06
1400.0,Condo/Coop,2,1.0,,2,345000,Forced Air (Natural Gas),Central A/C,,Loft,2002.0,,Chicago,2101 West Rice Street #208,6357.72
,Condo/Coop,2,1.0,,2,155000,,Central A/C,,Other,,,Chicago,6458 North NORTHWEST Highway #3G,1455.39
,Condo/Coop,1,1.0,63162.0,2,334000,Forced Air (Natural Gas),Central A/C,,Other,2005.0,,Chicago,1935 South Archer Avenue #615,5384.82
1350.0,Condo/Coop,2,1.0,,1,165000,,Central A/C,,Other,1914.0,,Chicago,7036 South Merrill Avenue #7036-2,1381.92
1170.0,Condo/Coop,2,,,1,205000,,Central A/C,,Other,,,Chicago,4857 North BERNARD Street #2,2318.97
,Condo/Coop,1,,,1,129500,Hot Water (Natural Gas),Window Unit(s) A/C,,Other,1979.0,,Chicago,6509 North Mozart Street #A,
1050.0,Condo/Coop,2,1.0,,2,250000,Forced Air (Natural Gas),Central A/C,,Other,1991.0,,Chicago,927 West Lawrence Avenue #H,7027.0
888.0,Condo/Coop,1,1.0,,2,196000,Hot Water,Window Unit(s) A/C,,High Rise,1960.0,,Chicago,3600 North LAKE SHORE Drive #314,2917.0
2100.0,Single Family Residential,4,2.0,4269.0,4,599000,Forced Air (Electric),Central A/C,,Contemporary,2021.0,,Chicago,4551 South Prairie Avenue,
1900.0,Single Family Residential,4,2.0,3703.0,4,349900,Forced Air (Natural Gas),Central A/C,,Bungalow,1927.0,,Chicago,9329 South Forest Avenue,1525.27
1420.0,Condo/Coop,3,,,2,250000,,Central A/C,,Other,1927.0,,Chicago,3853 North Kedvale Avenue #1E,3644.05
1420.0,Condo/Coop,3,,,2,255000,Forced Air,Central A/C,,Other,1927.0,,Chicago,3853 North Kedvale Avenue #1C,4200.2
2149.0,Condo/Coop,4,1.0,,3,419000,Forced Air (Natural Gas),Central A/C,,Other,2006.0,,Chicago,4714 West Berteau Avenue #1E,7385.96
1080.0,Single Family Residential,4,2.0,3136.0,2,409900,Forced Air (Natural Gas),Central A/C,,Other,1974.0,,Chicago,4955 West Winona Street,4530.12
720.0,Condo/Coop,2,,,1,175000,Radiator (Natural Gas),None,,Other,1927.0,,Chicago,4201 West Addison Street #G1,1008.0
1000.0,Condo/Coop,1,1.0,,1,278000,Forced Air (Natural Gas),Central A/C,,Other,1906.0,,Chicago,1322 South Wabash Avenue #506,4773.05
1000.0,Condo/Coop,1,1.0,,1,310000,Forced Air (Natural Gas),Central A/C,,Other,1997.0,,Chicago,700 West Van Buren Street #909,6054.13
,Condo/Coop,2,1.0,,1,325000,,Central A/C,,Loft,2005.0,,Chicago,630 North Franklin Street #714,4935.03
1080.0,Condo/Coop,2,1.0,,2,294000,Forced Air (Natural Gas),Central A/C,,Loft,1908.0,,Chicago,1601 South Indiana Avenue #208,5214.0
1000.0,Single Family Residential,3,2.0,2962.0,1,335000,,Central A/C,,Other,1900.0,,Chicago,3551 West Pierce Avenue,2889.0
1080.0,Condo/Coop,2,1.0,10098.0,2,175900,Forced Air (Natural Gas),Central A/C,,Other,1980.0,,Chicago,6341 North Ridge Avenue #1B,1613.09
930.0,Condo/Coop,1,1.0,,2,342900,Hot Water,Central A/C,,Loft,2005.0,,Chicago,210 South DESPLAINES Street #304,5820.05
1148.0,Condo/Coop,1,1.0,,1,329000,Forced Air (Natural Gas),Central A/C,,Loft,2001.0,,Chicago,1530 South STATE Street #927,6027.19
,Condo/Coop,2,1.0,,1,375000,Forced Air (Natural Gas),Central A/C,,Other,2000.0,,Chicago,3232 North HALSTED Street #D603,6448.0
,Condo/Coop,2,,,1,299900,Radiator,Window Unit(s) A/C,,Other,1931.0,,Chicago,2000 North Lincoln Park West #1214,5545.8
950.0,Condo/Coop,2,1.0,,1,180000,Baseboard,Window Unit(s) A/C,,High Rise,1957.0,,Chicago,3950 North Lake Shore Drive #1624,840.65
,Condo/Coop,3,1.0,,2,475000,Forced Air (Natural Gas),Central A/C,,Other,,,Chicago,1516 North Mohawk Street #3R,8925.21
725.0,Condo/Coop,1,1.0,,1,170000,Forced Air (Natural Gas),Central A/C,,Other,1926.0,,Chicago,1538 North Rockwell Street #1R,2906.62
1000.0,Condo/Coop,2,,,1,282500,Baseboard,Window Unit(s) A/C,,Other,,,Chicago,802 West GEORGE Street #3,4363.0
,Condo/Coop,1,1.0,,1,199900,Forced Air,Central A/C,,Other,1965.0,,Chicago,260 East chestnut Street #2311,3318.0
,Condo/Coop,1,1.0,,1,229000,Forced Air,Central A/C,,High Rise,1992.0,,Chicago,440 North Wabash Avenue #2501,3362.82
,Condo/Coop,1,1.0,,1,260000,,Central A/C,,Other,2008.0,,Chicago,511 West Division Street #405,2826.55
,Condo/Coop,1,,,1,259000,Forced Air (Electric),Central A/C,,Loft,1890.0,,Chicago,225 West Huron Street #404,3996.89
,Condo/Coop,1,1.0,,1,285000,,Central A/C,,Loft,2004.0,,Chicago,824 West Superior Street #603,4325.93
,Condo/Coop,1,1.0,,1,300000,Forced Air (Natural Gas),Central A/C,,High Rise,2005.0,,Chicago,200 North JEFFERSON Street #710,3628.22
,Condo/Coop,1,100.0,,1,290000,,Central A/C,,Loft,1900.0,,Chicago,225 West Huron Street #502,4028.08
,Condo/Coop,1,1.0,,1,315000,Forced Air (Natural Gas),Central A/C,,Loft,,,Chicago,226 North Clinton Street #605,4988.73
,Condo/Coop,1,1.0,7055.0,1,248000,Fireplace (Natural Gas),Central A/C,,Other,2000.0,,Chicago,1910 South Michigan Avenue #404,3969.48
,Condo/Coop,1,1.0,,1,200000,Forced Air (Natural Gas),Central A/C,,Other,,,Chicago,1110 West 15TH Street #117,5228.64
,Condo/Coop,1,1.0,,1,284000,Forced Air (Natural Gas),Central A/C,,Loft,2006.0,,Chicago,849 North FRANKLIN Street #1220,4388.01
,Condo/Coop,2,1.0,,1,224000,Forced Air (Natural Gas),Central A/C,,Other,1908.0,,Chicago,4927 North Glenwood Avenue #G,3795.5
1819.0,Condo/Coop,3,1.0,,2,325000,Forced Air (Natural Gas),Central A/C,,Other,2007.0,,Chicago,2602 West DIVERSEY Avenue #202,6032.97
900.0,Condo/Coop,2,1.0,,1,165000,,Central A/C,,Other,1972.0,,Chicago,3449 West 111th Street #301,1131.0
2300.0,Condo/Coop,4,1.0,,3,750000,Forced Air (Natural Gas),Central A/C,,Other,2008.0,,Chicago,3218 North Damen Avenue #1N,9881.0
,Condo/Coop,4,1.0,,4,1265000,Forced Air (Natural Gas),Central A/C,,Other,2017.0,,Chicago,2656 North Wayne Avenue #1,23799.0
,Single Family Residential,1,1.0,,1,450000,Radiant,,,Other,1914.0,,Chicago,1200 North Lake Shore Drive #705,5973.32
,Condo/Coop,1,1.0,,1,104900,Baseboard (Natural Gas),Window Unit(s) A/C,,Other,1965.0,,Chicago,6161 North Hoyne Avenue #D209,981.0
2800.0,Condo/Coop,3,1.0,,3,325000,Forced Air (Natural Gas),Central A/C,,Other,,,Chicago,2318 West Washington Boulevard #1S,5022.81
3100.0,Single Family Residential,4,2.0,3101.0,3,256000,,Central A/C,,Other,1905.0,,Chicago,5221 West Gladys Avenue,2302.22
1720.0,Single Family Residential,3,2.0,3781.0,2,350000,Baseboard (Natural Gas),Central A/C,,Bungalow,1943.0,,Chicago,6053 West Addison Street,901.0
1600.0,Single Family Residential,3,2.0,3101.0,2,425000,Forced Air (Natural Gas),Central A/C,,Other,1888.0,,Chicago,3226 West Beach Avenue,3903.25
1621.0,Single Family Residential,3,1.0,3781.0,2,349900,Forced Air (Natural Gas),Central A/C,,Other,1927.0,True,Chicago,4531 North Meade Avenue,5024.95
1100.0,Condo/Coop,3,1.0,,2,225000,,Central A/C,,Other,,,Chicago,6116 North Claremont Avenue #2,1112.18
1233.0,Condo/Coop,2,1.0,,2,365000,Forced Air (Natural Gas),Central A/C,,Other,2006.0,,Chicago,4311 North Sheridan Road #204,6066.0
2977.0,Condo/Coop,3,1.0,,3,1295000,Hot Water,Central A/C,,High Rise,1929.0,,Chicago,1320 North State Parkway #7D,
3103.0,Single Family Residential,4,2.0,10346.0,4,869000,Forced Air (Natural Gas),Central A/C,,Other,2021.0,,Chicago,3535 West Cortland Street,
700.0,Condo/Coop,1,1.0,,1,139500,Forced Air (Electric),Central A/C,,Other,1969.0,,Chicago,4339 North Kedvale Avenue #2N,2078.49
1700.0,Condo/Coop,3,1.0,,3,499900,Forced Air (Natural Gas),Window Unit(s) A/C,,Other,1987.0,,Chicago,211 East Ohio Street #2510,11411.37
2800.0,Condo/Coop,3,1.0,,3,995000,Hot Water (Electric),Central A/C,,High Rise,1924.0,,Chicago,680 North Lake Shore Drive #1105,13534.1
,Condo/Coop,2,,,2,279000,Forced Air (Natural Gas),Central A/C,,High Rise,1926.0,,Chicago,208 West WASHINGTON Street #1808,4737.22
760.0,Condo/Coop,1,1.0,,1,265000,Forced Air (Natural Gas),Central A/C,,Other,1896.0,,Chicago,1310 West Ohio Street #3S,3922.75
800.0,Condo/Coop,1,,,1,260000,,Central A/C,,Loft,,,Chicago,1050 West Hubbard Street #2C,4242.0
668.0,Condo/Coop,1,1.0,,1,237900,Forced Air (Natural Gas),Central A/C,,Other,2007.0,,Chicago,2035 South Indiana Avenue #402,4151.02
1082.0,Single Family Residential,3,2.0,4835.0,1,145000,,None,,Ranch,1958.0,,Chicago,2253 East 102nd Street,1075.65
960.0,Single Family Residential,4,2.0,4874.0,2,199500,Forced Air (Natural Gas),Central A/C,,Cape Cod,1939.0,,Chicago,11004 South Avenue C,2435.0
1582.0,Single Family Residential,3,2.0,3049.0,3,299000,,Central A/C,,Other,1910.0,,Chicago,4123 West Potomac Avenue,3980.7
1550.0,Condo/Coop,3,2.0,26918.0,2,649000,Forced Air (Natural Gas),Central A/C,,Other,1974.0,,Chicago,200 East Delaware Place #9F,9799.3
900.0,Condo/Coop,2,,,1,145000,Baseboard,Window Unit(s) A/C,,Other,,,Chicago,3950 North Lake Shore Drive #307,2417.0
,Condo/Coop,2,1.0,,1,375000,Forced Air (Electric),Window Unit(s) A/C,,High Rise,1980.0,,Chicago,30 East Huron Street #4509,8298.66
1076.0,Condo/Coop,1,1.0,,1,310000,Forced Air (Natural Gas),Central A/C,,Other,,,Chicago,2522 North Willetts Court #1LS,5143.0
843.0,Condo/Coop,2,1.0,,1,84900,Baseboard (Natural Gas),Window Unit(s) A/C,,Other,,,Chicago,2334 West 111th Street #2,448.81
,Condo/Coop,2,1.0,,1,258000,Forced Air (Natural Gas),Central A/C,,Loft,,,Chicago,212 West Washington Street #1411,5153.25
1000.0,Condo/Coop,2,1.0,,1,154900,Hot Water (Natural Gas),Window Unit(s) A/C,,Other,1952.0,,Chicago,6535 North California Avenue #2N,2058.94
2461.0,Single Family Residential,3,2.0,6665.0,3,299000,,Central A/C,,Other,1885.0,,Chicago,8057 South Woodlawn Avenue,1947.39
1000.0,Condo/Coop,2,1.0,,2,165000,,Central A/C,,Other,1986.0,,Chicago,6440 South Narragansett Avenue #3E,580.56
3000.0,Condo/Coop,4,1.0,13860.0,3,725000,Hot Water,Window Unit(s) A/C,,High Rise,1960.0,,Chicago,1400 North STATE Parkway #5DEF,14936.42
,Condo/Coop,2,1.0,,2,369999,Forced Air (Natural Gas),Central A/C,,Other,,,Chicago,2705 North Campbell Avenue #3S,4349.54
,Condo/Coop,2,1.0,,2,419000,,Central A/C,,Other,2007.0,,Chicago,5217 North Winthrop Avenue #4S,5913.0
,Condo/Coop,2,,,2,454900,Forced Air (Natural Gas),Central A/C,,Other,1920.0,,Chicago,2701 North Mildred Avenue #2A,6718.0
1400.0,Condo/Coop,3,1.0,,2,424500,Forced Air (Natural Gas),Central A/C,,Other,1920.0,,Chicago,2116 North Spaulding Avenue #2116-3,6485.58
1176.0,Single Family Residential,3,2.0,5319.0,2,240000,Fireplace (Natural Gas),Central A/C,,Ranch,1967.0,,Chicago,8001 South Kedvale Avenue,1872.3
2785.0,Condo/Coop,3,1.0,,4,1099000,,Central A/C,,High Rise,2008.0,,Chicago,550 North Saint Clair Street #1201,24660.0
2398.0,Single Family Residential,4,2.0,,3,1625000,,Central A/C,,Other,,,Chicago,3826 North Hermitage Avenue,17895.43
3800.0,Single Family Residential,4,2.0,3006.0,4,1250000,Fireplace (Natural Gas),Central A/C,,Other,2001.0,,Chicago,1940 North Wolcott Avenue,19926.96
5000.0,Condo/Coop,3,3.0,,5,4250000,Forced Air (Natural Gas),Central A/C,,Other,1924.0,,Chicago,189 East Lake Shore Drive #1W,51204.06
,Condo/Coop,3,1.0,,2,514999,,Central A/C,,Other,1903.0,,Chicago,1704 West Chicago Avenue #3B,8997.0
1200.0,Condo/Coop,2,,,2,225900,Forced Air (Natural Gas),Central A/C,,Other,,,Chicago,2319 West ROSEMONT Avenue #3,336.0
1140.0,Condo/Coop,2,1.0,18415.0,2,299900,Forced Air (Natural Gas),Central A/C,,High Rise,,,Chicago,208 West WASHINGTON Street #913,6757.92
1350.0,Condo/Coop,2,1.0,15359.0,2,199900,Forced Air (Natural Gas),Central A/C,,Other,2006.0,,Chicago,4043 South Drexel Boulevard #202,1520.83
1250.0,Condo/Coop,2,1.0,91912.0,2,289000,Forced Air (Natural Gas),Central A/C,,Loft,,,Chicago,417 South Jefferson Street #106B,6292.77
2000.0,Single Family Residential,4,3.0,,4,625000,Forced Air (Natural Gas),Central A/C,,Other,2016.0,,Chicago,3640 North Kenneth Avenue,9518.09
1038.0,Single Family Residential,3,,4535.0,1,239000,,Central A/C,,Ranch,,,Chicago,5937 West Henderson Street,3388.0
1083.0,Condo/Coop,3,1.0,2677.0,2,359900,Fireplace (Natural Gas),Central A/C,,Other,2004.0,,Chicago,1333 North Bosworth Avenue #2,3502.68
1300.0,Condo/Coop,3,1.0,,2,400000,,Central A/C,,Other,,,Chicago,1053 North Milwaukee Avenue #B,4139.28
1600.0,Condo/Coop,3,1.0,,2,395000,Forced Air (Natural Gas),Central A/C,,Other,2000.0,,Chicago,2356 North ELSTON Court #406,5603.0
,Single Family Residential,3,2.0,3123.0,2,99900,,None,,Other,,,Chicago,8545 South Saginaw Avenue,1636.44
